State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Michigan,26,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,43,9962311,0.4
Michigan,26,Supraglottis - Malignant neoplasms,C32.1,26,9962311,0.3
Michigan,26,"Larynx, unspecified - Malignant neoplasms",C32.9,124,9962311,1.2
Michigan,26,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,90,9962311,0.9
Michigan,26,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,45,9962311,0.5
Michigan,26,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,5349,9962311,53.7
Michigan,26,Malignant neoplasm of thymus,C37,15,9962311,Unreliable
Michigan,26,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,35,9962311,0.4
Michigan,26,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,236,9962311,2.4
Michigan,26,Skin of scalp and neck - Malignant neoplasms,C44.4,44,9962311,0.4
Michigan,26,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,55,9962311,0.6
Michigan,26,Mesothelioma of pleura - Malignant neoplasms,C45.0,18,9962311,Unreliable
Michigan,26,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,79,9962311,0.8
Michigan,26,Retroperitoneum - Malignant neoplasms,C48.0,13,9962311,Unreliable
Michigan,26,"Peritoneum, unspecified - Malignant neoplasms",C48.2,24,9962311,0.2
Michigan,26,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,16,9962311,Unreliable
Michigan,26,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,120,9962311,1.2
Michigan,26,"Breast, unspecified - Malignant neoplasms",C50.9,1333,9962311,13.4
Michigan,26,"Vulva, unspecified - Malignant neoplasms",C51.9,45,9962311,0.5
Michigan,26,Malignant neoplasm of vagina,C52,20,9962311,0.2
Michigan,26,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,118,9962311,1.2
Michigan,26,Endometrium - Malignant neoplasms,C54.1,216,9962311,2.2
Michigan,26,"Malignant neoplasm of uterus, part unspecified",C55,199,9962311,2
Michigan,26,Malignant neoplasm of ovary,C56,441,9962311,4.4
Michigan,26,Fallopian tube - Malignant neoplasms,C57.0,19,9962311,Unreliable
Michigan,26,Malignant neoplasm of prostate,C61,924,9962311,9.3
Michigan,26,"Testis, unspecified - Malignant neoplasms",C62.9,10,9962311,Unreliable
Michigan,26,"Malignant neoplasm of kidney, except renal pelvis",C64,464,9962311,4.7
Michigan,26,Malignant neoplasm of ureter,C66,13,9962311,Unreliable
Michigan,26,"Bladder, unspecified - Malignant neoplasms",C67.9,614,9962311,6.2
Michigan,26,Urethra - Malignant neoplasms,C68.0,11,9962311,Unreliable
Michigan,26,"Urinary organ, unspecified - Malignant neoplasms",C68.9,13,9962311,Unreliable
Michigan,26,"Eye, unspecified - Malignant neoplasms",C69.9,12,9962311,Unreliable
Michigan,26,Frontal lobe - Malignant neoplasms,C71.1,15,9962311,Unreliable
Michigan,26,"Brain, unspecified - Malignant neoplasms",C71.9,508,9962311,5.1
Michigan,26,Malignant neoplasm of thyroid gland,C73,49,9962311,0.5
Michigan,26,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,18,9962311,Unreliable
Michigan,26,"Head, face and neck - Malignant neoplasms",C76.0,17,9962311,Unreliable
Michigan,26,Abdomen - Malignant neoplasms,C76.2,16,9962311,Unreliable
Michigan,26,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,26,9962311,0.3
Michigan,26,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,63,9962311,0.6
Michigan,26,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,22,9962311,0.2
Michigan,26,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,14,9962311,Unreliable
Michigan,26,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,79,9962311,0.8
Michigan,26,Malignant neoplasm without specification of site,C80,952,9962311,9.6
Michigan,26,"Hodgkin disease, unspecified",C81.9,31,9962311,0.3
Michigan,26,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,31,9962311,0.3
Michigan,26,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,45,9962311,0.5
Michigan,26,Non-Hodgkin lymphoma large cell (diffuse),C83.3,132,9962311,1.3
Michigan,26,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,44,9962311,0.4
Michigan,26,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,116,9962311,1.2
Michigan,26,"Non-Hodgkin lymphoma, unspecified type",C85.9,291,9962311,2.9
Michigan,26,Multiple myeloma - Malignant neoplasms,C90.0,462,9962311,4.6
Michigan,26,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,40,9962311,0.4
Michigan,26,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,179,9962311,1.8
Michigan,26,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,12,9962311,Unreliable
Michigan,26,Acute myeloid leukaemia - Malignant neoplasms,C92.0,339,9962311,3.4
Michigan,26,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,41,9962311,0.4
Michigan,26,Other myeloid leukaemia - Malignant neoplasms,C92.7,23,9962311,0.2
Michigan,26,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,53,9962311,0.5
Michigan,26,"Leukaemia, unspecified - Malignant neoplasms",C95.9,87,9962311,0.9
Michigan,26,Malignant neoplasms of independent (primary) multiple sites,C97,188,9962311,1.9
Michigan,26,"Meninges, unspecified - Benign neoplasms",D32.9,28,9962311,0.3
Michigan,26,Other digestive organs - Uncertain neoplasms,D37.7,11,9962311,Unreliable
Michigan,26,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,21,9962311,0.2
Michigan,26,"Brain, unspecified - Uncertain neoplasms",D43.2,47,9962311,0.5
Michigan,26,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,252,9962311,2.5
Michigan,26,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,44,9962311,0.4
Michigan,26,Connective and other soft tissue - Uncertain neoplasms,D48.1,17,9962311,Unreliable
Michigan,26,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,19,9962311,Unreliable
Michigan,26,"Aplastic anaemia, unspecified",D61.9,35,9962311,0.4
Michigan,26,Acute posthaemorrhagic anaemia,D62,11,9962311,Unreliable
Michigan,26,"Anaemia, unspecified",D64.9,79,9962311,0.8
Michigan,26,Disseminated intravascular coagulation [defibrination syndrome],D65,21,9962311,0.2
Michigan,26,"Coagulation defect, unspecified",D68.9,21,9962311,0.2
Michigan,26,"Thrombocytopenia, unspecified",D69.6,14,9962311,Unreliable
Michigan,26,Agranulocytosis,D70,19,9962311,Unreliable
Michigan,26,Sarcoidosis of lung,D86.0,14,9962311,Unreliable
Michigan,26,"Sarcoidosis, unspecified",D86.9,33,9962311,0.3
Michigan,26,"Hypothyroidism, unspecified",E03.9,69,9962311,0.7
Michigan,26,"Thyrotoxicosis, unspecified",E05.9,13,9962311,Unreliable
Michigan,26,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,56,9962311,0.6
Michigan,26,"Insulin-dependent diabetes mellitus, without complications",E10.9,89,9962311,0.9
Michigan,26,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,297,9962311,3
Michigan,26,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,56,9962311,0.6
Michigan,26,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,38,9962311,0.4
Michigan,26,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,527,9962311,5.3
Michigan,26,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,78,9962311,0.8
Michigan,26,"Unspecified diabetes mellitus, with renal complications",E14.2,429,9962311,4.3
Michigan,26,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,58,9962311,0.6
Michigan,26,"Unspecified diabetes mellitus, with other specified complications",E14.6,10,9962311,Unreliable
Michigan,26,"Unspecified diabetes mellitus, with multiple complications",E14.7,59,9962311,0.6
Michigan,26,"Unspecified diabetes mellitus, without complications",E14.9,1046,9962311,10.5
Michigan,26,"Hypoglycaemia, unspecified",E16.2,13,9962311,Unreliable
Michigan,26,Unspecified severe protein-energy malnutrition,E43,94,9962311,0.9
Michigan,26,Unspecified protein-energy malnutrition,E46,211,9962311,2.1
Michigan,26,Extreme obesity with alveolar hypoventilation,E66.2,27,9962311,0.3
Michigan,26,Other obesity,E66.8,123,9962311,1.2
Michigan,26,"Obesity, unspecified",E66.9,80,9962311,0.8
Michigan,26,Pure hypercholesterolaemia,E78.0,34,9962311,0.3
Michigan,26,"Hyperlipidaemia, unspecified",E78.5,329,9962311,3.3
Michigan,26,"Disorder of lipoprotein metabolism, unspecified",E78.9,19,9962311,Unreliable
Michigan,26,Disorders of calcium metabolism,E83.5,10,9962311,Unreliable
Michigan,26,Organ-limited amyloidosis,E85.4,25,9962311,0.3
Michigan,26,"Amyloidosis, unspecified",E85.9,15,9962311,Unreliable
Michigan,26,Volume depletion,E86,43,9962311,0.4
Michigan,26,Hyperosmolality and hypernatraemia,E87.0,28,9962311,0.3
Michigan,26,Acidosis,E87.2,63,9962311,0.6
Michigan,26,Hyperkalaemia,E87.5,17,9962311,Unreliable
Michigan,26,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,11,9962311,Unreliable
Michigan,26,"Metabolic disorder, unspecified",E88.9,90,9962311,0.9
Michigan,26,Multi-infarct dementia,F01.1,30,9962311,0.3
Michigan,26,"Vascular dementia, unspecified",F01.9,546,9962311,5.5
Michigan,26,Unspecified dementia,F03,2897,9962311,29.1
Michigan,26,"Delirium, unspecified",F05.9,22,9962311,0.2
Michigan,26,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,116,9962311,1.2
Michigan,26,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,144,9962311,1.4
Michigan,26,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,12,9962311,Unreliable
Michigan,26,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",F11.9,22,9962311,0.2
Michigan,26,"Mental and behavioural disorders due to use of cocaine, harmful use",F14.1,10,9962311,Unreliable
Michigan,26,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder",F14.9,20,9962311,0.2
Michigan,26,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,272,9962311,2.7
Michigan,26,Huntington disease,G10,36,9962311,0.4
Michigan,26,Motor neuron disease,G12.2,258,9962311,2.6
Michigan,26,Postpolio syndrome,G14,10,9962311,Unreliable
Michigan,26,Parkinson disease,G20,1034,9962311,10.4
Michigan,26,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,47,9962311,0.5
Michigan,26,Alzheimer disease with late onset,G30.1,133,9962311,1.3
Michigan,26,"Alzheimer disease, unspecified",G30.9,4287,9962311,43
Michigan,26,Circumscribed brain atrophy,G31.0,49,9962311,0.5
Michigan,26,"Senile degeneration of brain, not elsewhere classified",G31.1,295,9962311,3
Michigan,26,Other specified degenerative diseases of nervous system,G31.8,228,9962311,2.3
Michigan,26,"Degenerative disease of nervous system, unspecified",G31.9,43,9962311,0.4
Michigan,26,Multiple sclerosis,G35,187,9962311,1.9
Michigan,26,"Epilepsy, unspecified",G40.9,54,9962311,0.5
Michigan,26,"Status epilepticus, unspecified",G41.9,50,9962311,0.5
Michigan,26,Sleep apnoea,G47.3,32,9962311,0.3
Michigan,26,Myasthenia gravis,G70.0,40,9962311,0.4
Michigan,26,"Myoneural disorder, unspecified",G70.9,13,9962311,Unreliable
Michigan,26,Muscular dystrophy,G71.0,26,9962311,0.3
Michigan,26,Myotonic disorders,G71.1,10,9962311,Unreliable
Michigan,26,"Infantile cerebral palsy, unspecified",G80.9,68,9962311,0.7
Michigan,26,"Paraplegia, unspecified",G82.2,17,9962311,Unreliable
Michigan,26,"Tetraplegia, unspecified",G82.5,17,9962311,Unreliable
Michigan,26,Normal-pressure hydrocephalus,G91.2,10,9962311,Unreliable
Michigan,26,"Hydrocephalus, unspecified",G91.9,12,9962311,Unreliable
Michigan,26,"Anoxic brain damage, not elsewhere classified",G93.1,260,9962311,2.6
Michigan,26,"Encephalopathy, unspecified",G93.4,102,9962311,1
Michigan,26,Compression of brain,G93.5,10,9962311,Unreliable
Michigan,26,Cerebral oedema,G93.6,15,9962311,Unreliable
Michigan,26,"Disorder of brain, unspecified",G93.9,18,9962311,Unreliable
Michigan,26,Mitral stenosis,I05.0,19,9962311,Unreliable
Michigan,26,"Mitral valve disease, unspecified",I05.9,38,9962311,0.4
Michigan,26,Disorders of both mitral and aortic valves,I08.0,20,9962311,0.2
Michigan,26,Essential (primary) hypertension,I10,602,9962311,6
Michigan,26,Hypertensive heart disease with (congestive) heart failure,I11.0,513,9962311,5.1
Michigan,26,Hypertensive heart disease without (congestive) heart failure,I11.9,1423,9962311,14.3
Michigan,26,Hypertensive renal disease with renal failure,I12.0,316,9962311,3.2
Michigan,26,Hypertensive renal disease without renal failure,I12.9,19,9962311,Unreliable
Michigan,26,Hypertensive heart and renal disease with (congestive) heart failure,I13.0,29,9962311,0.3
Michigan,26,Hypertensive heart and renal disease with renal failure,I13.1,82,9962311,0.8
Michigan,26,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,114,9962311,1.1
Michigan,26,"Hypertensive heart and renal disease, unspecified",I13.9,18,9962311,Unreliable
Michigan,26,Acute subendocardial myocardial infarction,I21.4,225,9962311,2.3
Michigan,26,"Acute myocardial infarction, unspecified",I21.9,3297,9962311,33.1
Michigan,26,"Acute ischaemic heart disease, unspecified",I24.9,84,9962311,0.8
Michigan,26,"Atherosclerotic cardiovascular disease, so described",I25.0,3885,9962311,39
Michigan,26,Atherosclerotic heart disease,I25.1,6445,9962311,64.7
Michigan,26,Ischaemic cardiomyopathy,I25.5,514,9962311,5.2
Michigan,26,Other forms of chronic ischaemic heart disease,I25.8,76,9962311,0.8
Michigan,26,"Chronic ischaemic heart disease, unspecified",I25.9,311,9962311,3.1
Michigan,26,Pulmonary embolism without mention of acute cor pulmonale,I26.9,336,9962311,3.4
Michigan,26,Primary pulmonary hypertension,I27.0,10,9962311,Unreliable
Michigan,26,Other secondary pulmonary hypertension,I27.2,209,9962311,2.1
Michigan,26,"Pulmonary heart disease, unspecified",I27.9,31,9962311,0.3
Michigan,26,Pericardial effusion (noninflammatory),I31.3,13,9962311,Unreliable
Michigan,26,"Disease of pericardium, unspecified",I31.9,16,9962311,Unreliable
Michigan,26,Acute and subacute infective endocarditis,I33.0,56,9962311,0.6
Michigan,26,Mitral (valve) insufficiency,I34.0,69,9962311,0.7
Michigan,26,Aortic (valve) stenosis,I35.0,486,9962311,4.9
Michigan,26,Aortic (valve) insufficiency,I35.1,20,9962311,0.2
Michigan,26,Other aortic valve disorders,I35.8,12,9962311,Unreliable
Michigan,26,"Aortic valve disorder, unspecified",I35.9,44,9962311,0.4
Michigan,26,"Endocarditis, valve unspecified",I38,187,9962311,1.9
Michigan,26,Dilated cardiomyopathy,I42.0,150,9962311,1.5
Michigan,26,Other hypertrophic cardiomyopathy,I42.2,21,9962311,0.2
Michigan,26,Alcoholic cardiomyopathy,I42.6,23,9962311,0.2
Michigan,26,"Cardiomyopathy, unspecified",I42.9,551,9962311,5.5
Michigan,26,"Atrioventricular block, complete",I44.2,17,9962311,Unreliable
Michigan,26,Other specified conduction disorders,I45.8,51,9962311,0.5
Michigan,26,"Sudden cardiac death, so described",I46.1,28,9962311,0.3
Michigan,26,"Cardiac arrest, unspecified",I46.9,279,9962311,2.8
Michigan,26,Ventricular tachycardia,I47.2,20,9962311,0.2
Michigan,26,Atrial fibrillation and flutter,I48,872,9962311,8.8
Michigan,26,Ventricular fibrillation and flutter,I49.0,44,9962311,0.4
Michigan,26,Sick sinus syndrome,I49.5,17,9962311,Unreliable
Michigan,26,"Cardiac arrhythmia, unspecified",I49.9,207,9962311,2.1
Michigan,26,Congestive heart failure,I50.0,3046,9962311,30.6
Michigan,26,Left ventricular failure,I50.1,18,9962311,Unreliable
Michigan,26,"Heart failure, unspecified",I50.9,589,9962311,5.9
Michigan,26,"Myocarditis, unspecified",I51.4,15,9962311,Unreliable
Michigan,26,Myocardial degeneration,I51.5,20,9962311,0.2
Michigan,26,"Cardiovascular disease, unspecified",I51.6,289,9962311,2.9
Michigan,26,Cardiomegaly,I51.7,28,9962311,0.3
Michigan,26,Other ill-defined heart diseases,I51.8,31,9962311,0.3
Michigan,26,"Heart disease, unspecified",I51.9,149,9962311,1.5
Michigan,26,"Subarachnoid haemorrhage, unspecified",I60.9,136,9962311,1.4
Michigan,26,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,11,9962311,Unreliable
Michigan,26,Intracerebral haemorrhage in brain stem,I61.3,16,9962311,Unreliable
Michigan,26,Intracerebral haemorrhage in cerebellum,I61.4,12,9962311,Unreliable
Michigan,26,"Intracerebral haemorrhage, intraventricular",I61.5,31,9962311,0.3
Michigan,26,"Intracerebral haemorrhage, unspecified",I61.9,444,9962311,4.5
Michigan,26,Subdural haemorrhage (acute)(nontraumatic),I62.0,74,9962311,0.7
Michigan,26,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,311,9962311,3.1
Michigan,26,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,22,9962311,0.2
Michigan,26,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,29,9962311,0.3
Michigan,26,Cerebral infarction due to embolism of cerebral arteries,I63.4,44,9962311,0.4
Michigan,26,"Cerebral infarction, unspecified",I63.9,399,9962311,4
Michigan,26,"Stroke, not specified as haemorrhage or infarction",I64,1778,9962311,17.8
Michigan,26,"Cerebral aneurysm, nonruptured",I67.1,15,9962311,Unreliable
Michigan,26,Cerebral atherosclerosis,I67.2,334,9962311,3.4
Michigan,26,Other specified cerebrovascular diseases,I67.8,44,9962311,0.4
Michigan,26,"Cerebrovascular disease, unspecified",I67.9,206,9962311,2.1
Michigan,26,Sequelae of intracerebral haemorrhage,I69.1,13,9962311,Unreliable
Michigan,26,Sequelae of cerebral infarction,I69.3,49,9962311,0.5
Michigan,26,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,434,9962311,4.4
Michigan,26,Sequelae of other and unspecified cerebrovascular diseases,I69.8,531,9962311,5.3
Michigan,26,Generalized and unspecified atherosclerosis,I70.9,316,9962311,3.2
Michigan,26,Dissection of aorta [any part],I71.0,152,9962311,1.5
Michigan,26,"Thoracic aortic aneurysm, ruptured",I71.1,25,9962311,0.3
Michigan,26,"Thoracic aortic aneurysm, without mention of rupture",I71.2,23,9962311,0.2
Michigan,26,"Abdominal aortic aneurysm, ruptured",I71.3,93,9962311,0.9
Michigan,26,"Abdominal aortic aneurysm, without mention of rupture",I71.4,47,9962311,0.5
Michigan,26,"Aortic aneurysm of unspecified site, ruptured",I71.8,26,9962311,0.3
Michigan,26,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,19,9962311,Unreliable
Michigan,26,Aneurysm of unspecified site,I72.9,13,9962311,Unreliable
Michigan,26,"Peripheral vascular disease, unspecified",I73.9,272,9962311,2.7
Michigan,26,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,94,9962311,0.9
Michigan,26,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,13,9962311,Unreliable
Michigan,26,Other and unspecified disorders of circulatory system,I99,11,9962311,Unreliable
Michigan,26,"Influenza with pneumonia, influenza virus identified",J10.0,55,9962311,0.6
Michigan,26,"Influenza with other respiratory manifestations, influenza virus identified",J10.1,77,9962311,0.8
Michigan,26,"Influenza with pneumonia, virus not identified",J11.0,47,9962311,0.5
Michigan,26,"Influenza with other respiratory manifestations, virus not identified",J11.1,41,9962311,0.4
Michigan,26,Pneumonia due to Pseudomonas,J15.1,10,9962311,Unreliable
Michigan,26,Pneumonia due to staphylococcus,J15.2,20,9962311,0.2
Michigan,26,"Bacterial pneumonia, unspecified",J15.9,37,9962311,0.4
Michigan,26,"Bronchopneumonia, unspecified",J18.0,24,9962311,0.2
Michigan,26,"Lobar pneumonia, unspecified",J18.1,29,9962311,0.3
Michigan,26,"Pneumonia, unspecified",J18.9,1414,9962311,14.2
Michigan,26,"Bronchitis, not specified as acute or chronic",J40,12,9962311,Unreliable
Michigan,26,"Emphysema, unspecified",J43.9,280,9962311,2.8
Michigan,26,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,624,9962311,6.3
Michigan,26,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,192,9962311,1.9
Michigan,26,Other specified chronic obstructive pulmonary disease,J44.8,23,9962311,0.2
Michigan,26,"Chronic obstructive pulmonary disease, unspecified",J44.9,4413,9962311,44.3
Michigan,26,"Asthma, unspecified",J45.9,104,9962311,1
Michigan,26,Bronchiectasis,J47,16,9962311,Unreliable
Michigan,26,Pneumoconiosis due to asbestos and other mineral fibres,J61,11,9962311,Unreliable
Michigan,26,Pneumonitis due to food and vomit,J69.0,532,9962311,5.3
Michigan,26,Adult respiratory distress syndrome,J80,63,9962311,0.6
Michigan,26,Pulmonary oedema,J81,18,9962311,Unreliable
Michigan,26,Other interstitial pulmonary diseases with fibrosis,J84.1,495,9962311,5
Michigan,26,"Interstitial pulmonary disease, unspecified",J84.9,142,9962311,1.4
Michigan,26,Pyothorax without fistula,J86.9,22,9962311,0.2
Michigan,26,"Pleural effusion, not elsewhere classified",J90,37,9962311,0.4
Michigan,26,Acute respiratory failure,J96.0,54,9962311,0.5
Michigan,26,Chronic respiratory failure,J96.1,131,9962311,1.3
Michigan,26,"Respiratory failure, unspecified",J96.9,109,9962311,1.1
Michigan,26,Other disorders of lung,J98.4,82,9962311,0.8
Michigan,26,Other specified respiratory disorders,J98.8,14,9962311,Unreliable
Michigan,26,Gastro-oesophageal reflux disease without oesophagitis,K21.9,13,9962311,Unreliable
Michigan,26,Achalasia of cardia,K22.0,13,9962311,Unreliable
Michigan,26,Oesophageal obstruction,K22.2,13,9962311,Unreliable
Michigan,26,Perforation of oesophagus,K22.3,10,9962311,Unreliable
Michigan,26,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,14,9962311,Unreliable
Michigan,26,"Gastric ulcer, chronic or unspecified with perforation",K25.5,15,9962311,Unreliable
Michigan,26,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,11,9962311,Unreliable
Michigan,26,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,15,9962311,Unreliable
Michigan,26,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,15,9962311,Unreliable
Michigan,26,Other specified diseases of stomach and duodenum,K31.8,15,9962311,Unreliable
Michigan,26,Diaphragmatic hernia without obstruction or gangrene,K44.9,19,9962311,Unreliable
Michigan,26,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,10,9962311,Unreliable
Michigan,26,"Crohn disease, unspecified",K50.9,21,9962311,0.2
Michigan,26,"Ulcerative colitis, unspecified",K51.9,12,9962311,Unreliable
Michigan,26,Acute vascular disorders of intestine,K55.0,53,9962311,0.5
Michigan,26,"Vascular disorder of intestine, unspecified",K55.9,234,9962311,2.3
Michigan,26,Volvulus,K56.2,13,9962311,Unreliable
Michigan,26,Other and unspecified intestinal obstruction,K56.6,172,9962311,1.7
Michigan,26,"Ileus, unspecified",K56.7,15,9962311,Unreliable
Michigan,26,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,43,9962311,0.4
Michigan,26,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,44,9962311,0.4
Michigan,26,Perforation of intestine (nontraumatic),K63.1,98,9962311,1
Michigan,26,"Disease of intestine, unspecified",K63.9,15,9962311,Unreliable
Michigan,26,Acute peritonitis,K65.0,40,9962311,0.4
Michigan,26,"Peritonitis, unspecified",K65.9,28,9962311,0.3
Michigan,26,Haemoperitoneum,K66.1,11,9962311,Unreliable
Michigan,26,Alcoholic hepatitis,K70.1,43,9962311,0.4
Michigan,26,Alcoholic cirrhosis of liver,K70.3,432,9962311,4.3
Michigan,26,Alcoholic hepatic failure,K70.4,54,9962311,0.5
Michigan,26,"Alcoholic liver disease, unspecified",K70.9,117,9962311,1.2
Michigan,26,Acute and subacute hepatic failure,K72.0,23,9962311,0.2
Michigan,26,"Hepatic failure, unspecified",K72.9,117,9962311,1.2
Michigan,26,Primary biliary cirrhosis,K74.3,22,9962311,0.2
Michigan,26,Other and unspecified cirrhosis of liver,K74.6,641,9962311,6.4
Michigan,26,Autoimmune hepatitis,K75.4,14,9962311,Unreliable
Michigan,26,"Fatty (change of) liver, not elsewhere classified",K76.0,70,9962311,0.7
Michigan,26,Hepatorenal syndrome,K76.7,12,9962311,Unreliable
Michigan,26,"Liver disease, unspecified",K76.9,135,9962311,1.4
Michigan,26,Calculus of gallbladder without cholecystitis,K80.2,11,9962311,Unreliable
Michigan,26,Acute cholecystitis,K81.0,36,9962311,0.4
Michigan,26,"Cholecystitis, unspecified",K81.9,35,9962311,0.4
Michigan,26,Cholangitis,K83.0,33,9962311,0.3
Michigan,26,Obstruction of bile duct,K83.1,16,9962311,Unreliable
Michigan,26,Alcohol-induced acute pancreatitis,K85.2,11,9962311,Unreliable
Michigan,26,"Acute pancreatitis, unspecified",K85.9,83,9962311,0.8
Michigan,26,Other chronic pancreatitis,K86.1,11,9962311,Unreliable
Michigan,26,"Disease of pancreas, unspecified",K86.9,43,9962311,0.4
Michigan,26,"Gastrointestinal haemorrhage, unspecified",K92.2,334,9962311,3.4
Michigan,26,Cellulitis of other parts of limb,L03.1,25,9962311,0.3
Michigan,26,"Cellulitis, unspecified",L03.9,28,9962311,0.3
Michigan,26,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,15,9962311,Unreliable
Michigan,26,"Decubitus ulcer and pressure area, unspecified",L89.9,47,9962311,0.5
Michigan,26,"Pyogenic arthritis, unspecified",M00.9,16,9962311,Unreliable
Michigan,26,"Rheumatoid arthritis, unspecified",M06.9,62,9962311,0.6
Michigan,26,"Arthrosis, unspecified",M19.9,30,9962311,0.3
Michigan,26,Wegener granulomatosis,M31.3,10,9962311,Unreliable
Michigan,26,Systemic lupus erythematosus with organ or system involvement,M32.1,26,9962311,0.3
Michigan,26,Other forms of systemic sclerosis,M34.8,23,9962311,0.2
Michigan,26,Osteomyelitis of vertebra,M46.2,20,9962311,0.2
Michigan,26,Spinal stenosis,M48.0,11,9962311,Unreliable
Michigan,26,Other specified disorders of muscle,M62.8,28,9962311,0.3
Michigan,26,Necrotizing fasciitis,M72.6,30,9962311,0.3
Michigan,26,Other chronic osteomyelitis,M86.6,10,9962311,Unreliable
Michigan,26,"Osteomyelitis, unspecified",M86.9,70,9962311,0.7
Michigan,26,"Acute nephritic syndrome, unspecified",N00.9,15,9962311,Unreliable
Michigan,26,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,18,9962311,Unreliable
Michigan,26,"Acute renal failure, unspecified",N17.9,280,9962311,2.8
Michigan,26,"Chronic kidney disease, stage 3",N18.3,18,9962311,Unreliable
Michigan,26,"Chronic kidney disease, stage 4",N18.4,32,9962311,0.3
Michigan,26,"Chronic kidney disease, stage 5",N18.5,744,9962311,7.5
Michigan,26,"Chronic renal failure, unspecified",N18.9,451,9962311,4.5
Michigan,26,Unspecified renal failure,N19,315,9962311,3.2
Michigan,26,Calculus of kidney,N20.0,14,9962311,Unreliable
Michigan,26,Other specified disorders of kidney and ureter,N28.8,120,9962311,1.2
Michigan,26,"Disorder of kidney and ureter, unspecified",N28.9,31,9962311,0.3
